locus_tag	ftype	length_bp	gene	EC_number	COG	product
Sample_Maccabi_Ecoli_SeqPlate10_A12_00227	CDS	1137	pdxB	1.1.1.290	COG0111	Erythronate-4-phosphate dehydrogenase
Sample_Maccabi_Ecoli_SeqPlate10_A12_00228	CDS	1014	usg		COG0136	USG-1 protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_00229	CDS	813	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
Sample_Maccabi_Ecoli_SeqPlate10_A12_00230	CDS	660	dedA		COG0586	Protein DedA
Sample_Maccabi_Ecoli_SeqPlate10_A12_00231	CDS	915	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
Sample_Maccabi_Ecoli_SeqPlate10_A12_00232	CDS	1269	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
Sample_Maccabi_Ecoli_SeqPlate10_A12_00233	CDS	663	dedD			Cell division protein DedD
Sample_Maccabi_Ecoli_SeqPlate10_A12_00234	CDS	489	cvpA		COG1286	Colicin V production protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_00235	CDS	1518	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A12_00236	CDS	570	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
Sample_Maccabi_Ecoli_SeqPlate10_A12_00237	CDS	783	argT		COG0834	Lysine/arginine/ornithine-binding periplasmic protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_00238	CDS	783	hisJ		COG0834	Histidine-binding periplasmic protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_00239	CDS	687	hisQ		COG4215	Histidine transport system permease protein HisQ
Sample_Maccabi_Ecoli_SeqPlate10_A12_00240	CDS	717	hisM		COG4160	Histidine transport system permease protein HisM
Sample_Maccabi_Ecoli_SeqPlate10_A12_00241	CDS	774	hisP		COG4598	Histidine transport ATP-binding protein HisP
Sample_Maccabi_Ecoli_SeqPlate10_A12_00242	CDS	891				ISNCY family transposase ISRor2
Sample_Maccabi_Ecoli_SeqPlate10_A12_00243	CDS	894				Epimerase family protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_00244	CDS	363	folX	5.1.99.7	COG1539	Dihydroneopterin triphosphate 2'-epimerase
Sample_Maccabi_Ecoli_SeqPlate10_A12_00245	CDS	648	yfcG	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
Sample_Maccabi_Ecoli_SeqPlate10_A12_00246	CDS	645	yfcF	2.5.1.18	COG0625	Glutathione S-transferase YfcF
Sample_Maccabi_Ecoli_SeqPlate10_A12_00247	CDS	552	yfcE	3.1.4.-	COG0622	Phosphodiesterase YfcE
Sample_Maccabi_Ecoli_SeqPlate10_A12_00248	CDS	543	yfcD	3.6.-.-		putative Nudix hydrolase YfcD
Sample_Maccabi_Ecoli_SeqPlate10_A12_00249	CDS	1479				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_00250	CDS	2145	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A12_00251	CDS	1203	ackA	2.7.2.1	COG0282	Acetate kinase
Sample_Maccabi_Ecoli_SeqPlate10_A12_00252	CDS	456				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_00253	CDS	495				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_00254	CDS	651	hxpA	3.1.3.22	COG0637	Hexitol phosphatase A
Sample_Maccabi_Ecoli_SeqPlate10_A12_00255	CDS	1833	sdcS			Sodium-dependent dicarboxylate transporter SdcS
Sample_Maccabi_Ecoli_SeqPlate10_A12_00256	CDS	600	yfbR	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
Sample_Maccabi_Ecoli_SeqPlate10_A12_00257	CDS	1218	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
Sample_Maccabi_Ecoli_SeqPlate10_A12_00258	CDS	939	gltC_1			HTH-type transcriptional regulator GltC
Sample_Maccabi_Ecoli_SeqPlate10_A12_00259	CDS	165				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_00260	CDS	444	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3
Sample_Maccabi_Ecoli_SeqPlate10_A12_00261	CDS	663	nuoB	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
Sample_Maccabi_Ecoli_SeqPlate10_A12_00262	CDS	1803	nuoC	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit C/D
Sample_Maccabi_Ecoli_SeqPlate10_A12_00263	CDS	501	nuoE	7.1.1.-	COG1905	NADH-quinone oxidoreductase subunit E
Sample_Maccabi_Ecoli_SeqPlate10_A12_00264	CDS	1338	nuoF	7.1.1.-	COG1894	NADH-quinone oxidoreductase subunit F
Sample_Maccabi_Ecoli_SeqPlate10_A12_00265	CDS	2727	nuoG	7.1.1.-	COG1034	NADH-quinone oxidoreductase subunit G
Sample_Maccabi_Ecoli_SeqPlate10_A12_00266	CDS	978	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
Sample_Maccabi_Ecoli_SeqPlate10_A12_00267	CDS	543	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
Sample_Maccabi_Ecoli_SeqPlate10_A12_00268	CDS	555	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
Sample_Maccabi_Ecoli_SeqPlate10_A12_00269	CDS	303	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
Sample_Maccabi_Ecoli_SeqPlate10_A12_00270	CDS	1842	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
Sample_Maccabi_Ecoli_SeqPlate10_A12_00271	CDS	1530	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
Sample_Maccabi_Ecoli_SeqPlate10_A12_00272	CDS	1458	nuoN	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
Sample_Maccabi_Ecoli_SeqPlate10_A12_00273	CDS	504	yfbM			Protein YfbM
Sample_Maccabi_Ecoli_SeqPlate10_A12_00274	CDS	972		3.4.11.10		Bacterial leucyl aminopeptidase
Sample_Maccabi_Ecoli_SeqPlate10_A12_00275	CDS	1746				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_00276	CDS	918	rbn	3.1.-.-	COG1234	Ribonuclease BN
Sample_Maccabi_Ecoli_SeqPlate10_A12_00277	CDS	462	elaA		COG2153	Protein ElaA
Sample_Maccabi_Ecoli_SeqPlate10_A12_00278	CDS	306	elaB		COG4575	Protein ElaB
Sample_Maccabi_Ecoli_SeqPlate10_A12_00279	CDS	1296	menF	5.4.4.2	COG1169	Isochorismate synthase MenF
Sample_Maccabi_Ecoli_SeqPlate10_A12_00280	CDS	1671	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
Sample_Maccabi_Ecoli_SeqPlate10_A12_00281	CDS	759	menH	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
Sample_Maccabi_Ecoli_SeqPlate10_A12_00282	CDS	858	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
Sample_Maccabi_Ecoli_SeqPlate10_A12_00283	CDS	963	menC	4.2.1.113	COG1441	o-succinylbenzoate synthase
Sample_Maccabi_Ecoli_SeqPlate10_A12_00284	CDS	1356	menE	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
Sample_Maccabi_Ecoli_SeqPlate10_A12_00285	CDS	267	pmrD			Signal transduction protein PmrD
Sample_Maccabi_Ecoli_SeqPlate10_A12_00286	CDS	387	arnF		COG0697	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF
Sample_Maccabi_Ecoli_SeqPlate10_A12_00287	CDS	336	arnE		COG0697	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
Sample_Maccabi_Ecoli_SeqPlate10_A12_00288	CDS	1653	arnT	2.4.2.43	COG1807	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
Sample_Maccabi_Ecoli_SeqPlate10_A12_00289	CDS	891	arnD	3.5.1.-	COG0726	putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD
Sample_Maccabi_Ecoli_SeqPlate10_A12_00290	CDS	1983	arnA		COG0223	Bifunctional polymyxin resistance protein ArnA
Sample_Maccabi_Ecoli_SeqPlate10_A12_00291	CDS	969	arnC	2.4.2.53	COG0463	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
Sample_Maccabi_Ecoli_SeqPlate10_A12_00292	CDS	1158	arnB	2.6.1.87	COG0399	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
Sample_Maccabi_Ecoli_SeqPlate10_A12_00293	CDS	603	ais	3.1.3.-		Lipopolysaccharide core heptose(II)-phosphate phosphatase
Sample_Maccabi_Ecoli_SeqPlate10_A12_00294	CDS	426	nudI	3.6.1.9	COG0494	Nucleoside triphosphatase NudI
Sample_Maccabi_Ecoli_SeqPlate10_A12_00295	CDS	543				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_00296	CDS	1203	pncC_1	3.5.1.42	COG1058	Nicotinamide-nucleotide amidohydrolase PncC
Sample_Maccabi_Ecoli_SeqPlate10_A12_00297	CDS	783	rhmR		COG1414	putative HTH-type transcriptional regulator RhmR
Sample_Maccabi_Ecoli_SeqPlate10_A12_00298	CDS	1206	rhmD	4.2.1.90	COG4948	L-rhamnonate dehydratase
Sample_Maccabi_Ecoli_SeqPlate10_A12_00299	CDS	1290	rhmT			Inner membrane transport protein RhmT
Sample_Maccabi_Ecoli_SeqPlate10_A12_00300	CDS	804	rhmA	4.1.2.53	COG3836	2-keto-3-deoxy-L-rhamnonate aldolase
Sample_Maccabi_Ecoli_SeqPlate10_A12_00301	CDS	186				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_00302	CDS	960				ISNCY family transposase ISRor2
Sample_Maccabi_Ecoli_SeqPlate10_A12_00303	CDS	1191	glpC		COG0247	Anaerobic glycerol-3-phosphate dehydrogenase subunit C
Sample_Maccabi_Ecoli_SeqPlate10_A12_00304	CDS	1260	glpB	1.1.5.3	COG3075	Anaerobic glycerol-3-phosphate dehydrogenase subunit B
Sample_Maccabi_Ecoli_SeqPlate10_A12_00305	CDS	1629	glpA	1.1.5.3	COG0578	Anaerobic glycerol-3-phosphate dehydrogenase subunit A
Sample_Maccabi_Ecoli_SeqPlate10_A12_00306	CDS	1359	glpT		COG2271	Glycerol-3-phosphate transporter
Sample_Maccabi_Ecoli_SeqPlate10_A12_00307	CDS	1077	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, periplasmic
Sample_Maccabi_Ecoli_SeqPlate10_A12_00308	CDS	651	inaA			Protein InaA
Sample_Maccabi_Ecoli_SeqPlate10_A12_00309	CDS	255	ascD	1.17.1.-		CDP-6-deoxy-L-threo-D-glycero-4-hexulose-3-dehydrase reductase
Sample_Maccabi_Ecoli_SeqPlate10_A12_00310	CDS	1131		1.17.4.1		Ribonucleoside-diphosphate reductase small chain
Sample_Maccabi_Ecoli_SeqPlate10_A12_00311	CDS	2286	I4L_1	1.17.4.1		Ribonucleoside-diphosphate reductase large subunit
Sample_Maccabi_Ecoli_SeqPlate10_A12_00312	CDS	3765	yfaL		COG3468	putative autotransporter YfaL
Sample_Maccabi_Ecoli_SeqPlate10_A12_00313	CDS	723	ubiG	2.1.1.222	COG2227	Ubiquinone biosynthesis O-methyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A12_00314	CDS	2628		5.6.2.2		DNA topoisomerase medium subunit
Sample_Maccabi_Ecoli_SeqPlate10_A12_00315	CDS	1689				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_00316	CDS	624				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_00317	CDS	4395				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_00318	CDS	1650				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_00319	CDS	777				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_00320	CDS	1185	atoB	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A12_00321	CDS	1323	atoE		COG2031	Putative short-chain fatty acid transporter
Sample_Maccabi_Ecoli_SeqPlate10_A12_00322	CDS	651	atoA	2.8.3.8	COG2057	Acetate CoA-transferase subunit beta
Sample_Maccabi_Ecoli_SeqPlate10_A12_00323	CDS	663	atoD	2.8.3.8	COG1788	Acetate CoA-transferase subunit alpha
Sample_Maccabi_Ecoli_SeqPlate10_A12_00324	CDS	1386	atoC		COG2204	Regulatory protein AtoC
Sample_Maccabi_Ecoli_SeqPlate10_A12_00325	CDS	1827	atoS	2.7.13.3	COG0642	Signal transduction histidine-protein kinase AtoS
Sample_Maccabi_Ecoli_SeqPlate10_A12_00326	CDS	2850	rcsC	2.7.13.3		Sensor histidine kinase RcsC
Sample_Maccabi_Ecoli_SeqPlate10_A12_00327	CDS	651	rcsB_1		COG2197	Transcriptional regulatory protein RcsB
Sample_Maccabi_Ecoli_SeqPlate10_A12_00328	CDS	2673	rcsD	2.7.2.-	COG2198	Phosphotransferase RcsD
Sample_Maccabi_Ecoli_SeqPlate10_A12_00329	CDS	1131	ompC		COG3203	Outer membrane protein C
Sample_Maccabi_Ecoli_SeqPlate10_A12_00330	CDS	1056	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
Sample_Maccabi_Ecoli_SeqPlate10_A12_00331	CDS	1065	ada		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
Sample_Maccabi_Ecoli_SeqPlate10_A12_00332	CDS	651	alkB	1.14.11.33	COG3145	Alpha-ketoglutarate-dependent dioxygenase AlkB
Sample_Maccabi_Ecoli_SeqPlate10_A12_00333	CDS	1644	yojI		COG4615	ABC transporter ATP-binding/permease protein YojI
Sample_Maccabi_Ecoli_SeqPlate10_A12_00334	CDS	1647	mqo	1.1.5.4	COG0579	Malate:quinone oxidoreductase
Sample_Maccabi_Ecoli_SeqPlate10_A12_00335	CDS	489	eco		COG4574	Ecotin
Sample_Maccabi_Ecoli_SeqPlate10_A12_00336	CDS	165				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_00337	CDS	495	napF		COG1145	Ferredoxin-type protein NapF
Sample_Maccabi_Ecoli_SeqPlate10_A12_00338	CDS	264	napD		COG3062	Chaperone NapD
Sample_Maccabi_Ecoli_SeqPlate10_A12_00339	CDS	2487	napA	1.9.6.1	COG0243	Periplasmic nitrate reductase
Sample_Maccabi_Ecoli_SeqPlate10_A12_00340	CDS	696	napG		COG1145	Ferredoxin-type protein NapG
Sample_Maccabi_Ecoli_SeqPlate10_A12_00341	CDS	864	napH		COG0348	Ferredoxin-type protein NapH
Sample_Maccabi_Ecoli_SeqPlate10_A12_00342	CDS	450	napB		COG3043	Periplasmic nitrate reductase, electron transfer subunit
Sample_Maccabi_Ecoli_SeqPlate10_A12_00343	CDS	603	napC		COG3005	Cytochrome c-type protein NapC
Sample_Maccabi_Ecoli_SeqPlate10_A12_00344	CDS	618	ccmA	7.6.2.5	COG4133	Cytochrome c biogenesis ATP-binding export protein CcmA
Sample_Maccabi_Ecoli_SeqPlate10_A12_00345	CDS	663	ccmB		COG2386	Heme exporter protein B
Sample_Maccabi_Ecoli_SeqPlate10_A12_00346	CDS	738	ccmC		COG0755	Heme exporter protein C
Sample_Maccabi_Ecoli_SeqPlate10_A12_00347	CDS	210	ccmD		COG3114	Heme exporter protein D
Sample_Maccabi_Ecoli_SeqPlate10_A12_00348	CDS	480	ccmE		COG2332	Cytochrome c-type biogenesis protein CcmE
Sample_Maccabi_Ecoli_SeqPlate10_A12_00349	CDS	1944	ccmF_1		COG1138	Cytochrome c-type biogenesis protein CcmF
Sample_Maccabi_Ecoli_SeqPlate10_A12_00350	CDS	558	dsbE		COG0526	Thiol:disulfide interchange protein DsbE
Sample_Maccabi_Ecoli_SeqPlate10_A12_00351	CDS	1053	ccmH_1		COG3088	Cytochrome c-type biogenesis protein CcmH
Sample_Maccabi_Ecoli_SeqPlate10_A12_00352	CDS	648	narL_1		COG2197	Nitrate/nitrite response regulator protein NarL
Sample_Maccabi_Ecoli_SeqPlate10_A12_00353	CDS	204				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_00354	CDS	390				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_00355	CDS	249				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_00356	tRNA	77				tRNA-Pro(ggg)
Sample_Maccabi_Ecoli_SeqPlate10_A12_00357	CDS	1761	yejM		COG3083	Inner membrane protein YejM
Sample_Maccabi_Ecoli_SeqPlate10_A12_00358	CDS	228				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_00359	CDS	1008	yejK_1		COG3081	Nucleoid-associated protein YejK
Sample_Maccabi_Ecoli_SeqPlate10_A12_00360	CDS	285	rplY		COG1825	50S ribosomal protein L25
Sample_Maccabi_Ecoli_SeqPlate10_A12_00361	CDS	1761	radD	3.6.4.12	COG1061	Putative DNA repair helicase RadD
Sample_Maccabi_Ecoli_SeqPlate10_A12_00362	CDS	696	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
Sample_Maccabi_Ecoli_SeqPlate10_A12_00363	CDS	1191	bcr_1			Bicyclomycin resistance protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_00364	CDS	345	yejG			putative protein YejG
Sample_Maccabi_Ecoli_SeqPlate10_A12_00365	CDS	1590	yejF		COG4172	putative ABC transporter ATP-binding protein YejF
Sample_Maccabi_Ecoli_SeqPlate10_A12_00366	CDS	1026	yejE		COG4239	Inner membrane ABC transporter permease protein YejE
Sample_Maccabi_Ecoli_SeqPlate10_A12_00367	CDS	1095	yejB		COG4174	Inner membrane ABC transporter permease protein YejB
Sample_Maccabi_Ecoli_SeqPlate10_A12_00368	CDS	1815	appA_1			Oligopeptide-binding protein AppA
Sample_Maccabi_Ecoli_SeqPlate10_A12_00369	CDS	1557	pdeN	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeN
Sample_Maccabi_Ecoli_SeqPlate10_A12_00370	CDS	567	mepS_1	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
Sample_Maccabi_Ecoli_SeqPlate10_A12_00371	CDS	714	lpxT	2.7.4.29	COG0671	Lipid A 1-diphosphate synthase
Sample_Maccabi_Ecoli_SeqPlate10_A12_00372	CDS	987	yeiR	3.6.-.-	COG0523	Zinc-binding GTPase YeiR
Sample_Maccabi_Ecoli_SeqPlate10_A12_00373	CDS	1467	mtlK_1	1.1.1.67	COG0246	Mannitol 2-dehydrogenase
Sample_Maccabi_Ecoli_SeqPlate10_A12_00374	CDS	573	yeiP		COG0231	Elongation factor P-like protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_00375	CDS	255				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_00376	CDS	1182	setB			Sugar efflux transporter B
Sample_Maccabi_Ecoli_SeqPlate10_A12_00377	CDS	1131	fruB		COG1925	Multiphosphoryl transfer protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_00378	CDS	939	lacC	2.7.1.144		Tagatose-6-phosphate kinase
Sample_Maccabi_Ecoli_SeqPlate10_A12_00379	CDS	1692	fruA_1		COG1299	PTS system fructose-specific EIIB'BC component
Sample_Maccabi_Ecoli_SeqPlate10_A12_00380	CDS	942	psuK_1	2.7.1.83	COG0524	Pseudouridine kinase
Sample_Maccabi_Ecoli_SeqPlate10_A12_00381	CDS	939	psuG	4.2.1.70	COG2313	Pseudouridine-5'-phosphate glycosidase
Sample_Maccabi_Ecoli_SeqPlate10_A12_00382	CDS	1251	psuT		COG1972	Putative pseudouridine transporter
Sample_Maccabi_Ecoli_SeqPlate10_A12_00383	CDS	699	yeiL		COG0664	Regulatory protein YeiL
Sample_Maccabi_Ecoli_SeqPlate10_A12_00384	CDS	942	rihB	3.2.2.8	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihB
Sample_Maccabi_Ecoli_SeqPlate10_A12_00385	CDS	1089	psuK_2	2.7.1.83	COG0524	Pseudouridine kinase
Sample_Maccabi_Ecoli_SeqPlate10_A12_00386	CDS	858	nfo	3.1.21.2	COG0648	Endonuclease 4
Sample_Maccabi_Ecoli_SeqPlate10_A12_00387	CDS	1050				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_00388	CDS	807	cysL		COG0583	HTH-type transcriptional regulator CysL
Sample_Maccabi_Ecoli_SeqPlate10_A12_00389	CDS	1470	lysP		COG0833	Lysine-specific permease
Sample_Maccabi_Ecoli_SeqPlate10_A12_00390	CDS	1992	cirA_1		COG4771	Colicin I receptor
Sample_Maccabi_Ecoli_SeqPlate10_A12_00391	CDS	837	yeiG	3.1.2.12	COG0627	S-formylglutathione hydrolase YeiG
Sample_Maccabi_Ecoli_SeqPlate10_A12_00392	CDS	669	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
Sample_Maccabi_Ecoli_SeqPlate10_A12_00393	CDS	1158				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_00394	CDS	1041	galS		COG1609	HTH-type transcriptional regulator GalS
Sample_Maccabi_Ecoli_SeqPlate10_A12_00395	CDS	999	mglB		COG1879	D-galactose-binding periplasmic protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_00396	CDS	1521	mglA_2	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
Sample_Maccabi_Ecoli_SeqPlate10_A12_00397	CDS	1011	mglC		COG4211	Galactoside transport system permease protein MglC
Sample_Maccabi_Ecoli_SeqPlate10_A12_00398	CDS	1236	preA	1.3.1.1	COG0167	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA
Sample_Maccabi_Ecoli_SeqPlate10_A12_00399	CDS	1239	preT	1.3.1.1	COG0493	NAD-dependent dihydropyrimidine dehydrogenase subunit PreT
Sample_Maccabi_Ecoli_SeqPlate10_A12_00400	CDS	240				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_00401	CDS	720				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_00402	CDS	885	cdd	3.5.4.5	COG0295	Cytidine deaminase
Sample_Maccabi_Ecoli_SeqPlate10_A12_00403	CDS	696	yohK_1		COG1346	Inner membrane protein YohK
Sample_Maccabi_Ecoli_SeqPlate10_A12_00404	CDS	399				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_00405	CDS	951	dusC	1.3.1.-	COG0042	tRNA-dihydrouridine(16) synthase
Sample_Maccabi_Ecoli_SeqPlate10_A12_00406	CDS	1437	ttgI			Toluene efflux pump outer membrane protein TtgI
Sample_Maccabi_Ecoli_SeqPlate10_A12_00407	CDS	762	yohF	1.-.-.-	COG1028	putative oxidoreductase YohF
Sample_Maccabi_Ecoli_SeqPlate10_A12_00408	CDS	579	yohD		COG0586	Inner membrane protein YohD
Sample_Maccabi_Ecoli_SeqPlate10_A12_00409	CDS	588	yohC			Inner membrane protein YohC
Sample_Maccabi_Ecoli_SeqPlate10_A12_00410	CDS	933	pbpG	3.4.21.-	COG1686	D-alanyl-D-alanine endopeptidase
Sample_Maccabi_Ecoli_SeqPlate10_A12_00411	CDS	1716	dld	1.1.5.12	COG0277	Quinone-dependent D-lactate dehydrogenase
Sample_Maccabi_Ecoli_SeqPlate10_A12_00412	CDS	2268		3.2.1.-		Beta-xylosidase
Sample_Maccabi_Ecoli_SeqPlate10_A12_00413	CDS	918	yehZ		COG1732	Glycine betaine-binding protein YehZ
Sample_Maccabi_Ecoli_SeqPlate10_A12_00414	CDS	1158	yehY		COG1174	Glycine betaine uptake system permease protein YehY
Sample_Maccabi_Ecoli_SeqPlate10_A12_00415	CDS	927	yehX	3.6.3.-	COG1125	Glycine betaine uptake system ATP-binding protein YehX
Sample_Maccabi_Ecoli_SeqPlate10_A12_00416	CDS	732	yehW		COG1174	Glycine betaine uptake system permease protein YehW
Sample_Maccabi_Ecoli_SeqPlate10_A12_00417	CDS	108				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_00418	CDS	732	mlrA		COG0789	HTH-type transcriptional regulator MlrA
Sample_Maccabi_Ecoli_SeqPlate10_A12_00419	CDS	1686	btsS	2.7.13.3	COG3275	Sensor histidine kinase BtsS
Sample_Maccabi_Ecoli_SeqPlate10_A12_00420	CDS	720	btsR		COG3279	Transcriptional regulatory protein BtsR
Sample_Maccabi_Ecoli_SeqPlate10_A12_00421	CDS	471				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_00422	CDS	462	yehR		COG4808	putative lipoprotein YehR
Sample_Maccabi_Ecoli_SeqPlate10_A12_00423	CDS	2004				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_00424	CDS	1137				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_00425	CDS	2280				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_00426	CDS	1089	yehL		COG0714	putative protein YehL
Sample_Maccabi_Ecoli_SeqPlate10_A12_00427	CDS	90				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_00428	CDS	186				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_00429	CDS	3633	yehF_1			Protein YehF
Sample_Maccabi_Ecoli_SeqPlate10_A12_00430	CDS	3789	yehF_2			Protein YehF
Sample_Maccabi_Ecoli_SeqPlate10_A12_00431	CDS	2034	MARS_1	6.1.1.10		Methionine--tRNA ligase
Sample_Maccabi_Ecoli_SeqPlate10_A12_00432	CDS	1110	apbC		COG0489	Iron-sulfur cluster carrier protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_00433	CDS	282				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_00434	CDS	543	yehD			putative fimbrial-like protein YehD
Sample_Maccabi_Ecoli_SeqPlate10_A12_00435	CDS	675	yehC		COG3121	putative fimbrial chaperone YehC
Sample_Maccabi_Ecoli_SeqPlate10_A12_00436	CDS	2481	yehB		COG3188	Outer membrane usher protein YehB
Sample_Maccabi_Ecoli_SeqPlate10_A12_00437	CDS	1035	yehA			putative fimbrial-like protein YehA
Sample_Maccabi_Ecoli_SeqPlate10_A12_00438	CDS	339	rcnB		COG5455	Nickel/cobalt homeostasis protein RcnB
Sample_Maccabi_Ecoli_SeqPlate10_A12_00439	CDS	825	rcnA		COG2215	Nickel/cobalt efflux system RcnA
Sample_Maccabi_Ecoli_SeqPlate10_A12_00440	CDS	273	rcnR		COG1937	Transcriptional repressor RcnR
Sample_Maccabi_Ecoli_SeqPlate10_A12_00441	CDS	789	thiM	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
Sample_Maccabi_Ecoli_SeqPlate10_A12_00442	CDS	801	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
Sample_Maccabi_Ecoli_SeqPlate10_A12_00443	CDS	819	acm	3.2.1.17		Lysozyme M1
Sample_Maccabi_Ecoli_SeqPlate10_A12_00444	CDS	747	nagR		COG2188	HTH-type transcriptional repressor NagR
Sample_Maccabi_Ecoli_SeqPlate10_A12_00445	CDS	966	kdgK_1	2.7.1.45		2-dehydro-3-deoxygluconokinase
