locus_tag	ftype	length_bp	gene	EC_number	COG	product
Sample_Maccabi_Ecoli_SeqPlate10_A3_00228	CDS	180	ghoT_1			Toxin GhoT
Sample_Maccabi_Ecoli_SeqPlate10_A3_00229	CDS	1611				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00230	tRNA	74				tRNA-Gly(ccc)
Sample_Maccabi_Ecoli_SeqPlate10_A3_00231	CDS	753	nlpD_2			Murein hydrolase activator NlpD
Sample_Maccabi_Ecoli_SeqPlate10_A3_00232	CDS	2298	xdhA_1	1.17.1.4	COG1529	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA
Sample_Maccabi_Ecoli_SeqPlate10_A3_00233	CDS	879	ndhF	1.17.1.5		Nicotinate dehydrogenase FAD-subunit
Sample_Maccabi_Ecoli_SeqPlate10_A3_00234	CDS	480	ndhS	1.17.1.5		Nicotinate dehydrogenase small FeS subunit
Sample_Maccabi_Ecoli_SeqPlate10_A3_00235	CDS	1779		1.14.14.51		Limonene hydroxylase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00236	CDS	1188	ygeW	2.1.3.-	COG0078	Putative carbamoyltransferase YgeW
Sample_Maccabi_Ecoli_SeqPlate10_A3_00237	CDS	1197	ygeX	4.3.1.15	COG1171	Diaminopropionate ammonia-lyase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00238	CDS	1212	argE_1	3.5.1.16	COG0624	Acetylornithine deacetylase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00239	CDS	1386	hyuA	3.5.2.-	COG0044	D-phenylhydantoinase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00240	CDS	933	arcC1	2.7.2.2		Carbamate kinase 1
Sample_Maccabi_Ecoli_SeqPlate10_A3_00241	CDS	1626	pucA	1.17.1.4	COG1975	putative xanthine dehydrogenase subunit A
Sample_Maccabi_Ecoli_SeqPlate10_A3_00242	CDS	771				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00243	CDS	579	mocA	2.7.7.76	COG2068	Molybdenum cofactor cytidylyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00244	CDS	3099	ygfK		COG0493	Putative oxidoreductase YgfK
Sample_Maccabi_Ecoli_SeqPlate10_A3_00245	CDS	1329	ssnA	3.-.-.-	COG0402	Putative aminohydrolase SsnA
Sample_Maccabi_Ecoli_SeqPlate10_A3_00246	CDS	780	cdhB	1.17.5.2		Caffeine dehydrogenase subunit beta
Sample_Maccabi_Ecoli_SeqPlate10_A3_00247	CDS	2871	xdhA_2	1.17.1.4	COG1529	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA
Sample_Maccabi_Ecoli_SeqPlate10_A3_00248	CDS	1401	xanQ		COG2233	Xanthine permease XanQ
Sample_Maccabi_Ecoli_SeqPlate10_A3_00249	CDS	1317	guaD	3.5.4.3	COG0402	Guanine deaminase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00250	CDS	1368	ghxQ		COG2252	Guanine/hypoxanthine permease GhxQ
Sample_Maccabi_Ecoli_SeqPlate10_A3_00251	CDS	489	hyfA_3	1.-.-.-	COG1142	Hydrogenase-4 component A
Sample_Maccabi_Ecoli_SeqPlate10_A3_00252	CDS	1920	gltD_1	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
Sample_Maccabi_Ecoli_SeqPlate10_A3_00253	CDS	1449	uacT		COG2233	Uric acid transporter UacT
Sample_Maccabi_Ecoli_SeqPlate10_A3_00254	CDS	126	yqfG			putative protein YqfG
Sample_Maccabi_Ecoli_SeqPlate10_A3_00255	CDS	549	idi	5.3.3.2	COG1443	Isopentenyl-diphosphate Delta-isomerase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00256	CDS	1518	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00257	CDS	882	prfB		COG1186	Peptide chain release factor RF2
Sample_Maccabi_Ecoli_SeqPlate10_A3_00258	CDS	1734	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
Sample_Maccabi_Ecoli_SeqPlate10_A3_00259	CDS	711	dsbC		COG1651	Thiol:disulfide interchange protein DsbC
Sample_Maccabi_Ecoli_SeqPlate10_A3_00260	CDS	897	int_1	2.7.7.-		Integrase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00261	CDS	522	fldB		COG0716	Flavodoxin 2
Sample_Maccabi_Ecoli_SeqPlate10_A3_00262	CDS	408	ygfX			Inner membrane protein YgfX
Sample_Maccabi_Ecoli_SeqPlate10_A3_00263	CDS	267	sdhE		COG2938	FAD assembly factor SdhE
Sample_Maccabi_Ecoli_SeqPlate10_A3_00264	CDS	981	ygfZ		COG0354	tRNA-modifying protein YgfZ
Sample_Maccabi_Ecoli_SeqPlate10_A3_00265	CDS	660				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00266	CDS	312				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00267	CDS	1434	bglA	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglA
Sample_Maccabi_Ecoli_SeqPlate10_A3_00268	CDS	2874	gcvP	1.4.4.2	COG0403	Glycine dehydrogenase (decarboxylating)
Sample_Maccabi_Ecoli_SeqPlate10_A3_00269	CDS	390	gcvH		COG0509	Glycine cleavage system H protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00270	CDS	1095	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00271	CDS	1203	ubiI	1.14.13.240	COG0654	2-octaprenylphenol hydroxylase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00272	CDS	1179	ubiH	1.14.13.-	COG0654	2-octaprenyl-6-methoxyphenol hydroxylase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00273	CDS	1326	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00274	CDS	579				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00275	CDS	330	zapA		COG3027	Cell division protein ZapA
Sample_Maccabi_Ecoli_SeqPlate10_A3_00276	CDS	603	ygfA	6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00277	CDS	1233	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00278	CDS	660	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
Sample_Maccabi_Ecoli_SeqPlate10_A3_00279	CDS	897	dmlR_1			HTH-type transcriptional regulator DmlR
Sample_Maccabi_Ecoli_SeqPlate10_A3_00280	CDS	630	azoR1	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase 1
Sample_Maccabi_Ecoli_SeqPlate10_A3_00281	CDS	261	bhsA_1			Multiple stress resistance protein BhsA
Sample_Maccabi_Ecoli_SeqPlate10_A3_00282	CDS	1326	cbdC			2-halobenzoate 1,2-dioxygenase electron transfer component
Sample_Maccabi_Ecoli_SeqPlate10_A3_00283	CDS	894	argP		COG0583	HTH-type transcriptional regulator ArgP
Sample_Maccabi_Ecoli_SeqPlate10_A3_00284	CDS	2145	scpA	5.4.99.2	COG1884	Methylmalonyl-CoA mutase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00285	CDS	996	argK	3.6.5.-	COG1703	GTPase ArgK
Sample_Maccabi_Ecoli_SeqPlate10_A3_00286	CDS	786	scpB	4.1.1.-	COG1024	Methylmalonyl-CoA decarboxylase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00287	CDS	1479	scpC	2.8.3.-	COG0427	Propionyl-CoA:succinate CoA transferase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00288	CDS	897	cynR_1			HTH-type transcriptional regulator CynR
Sample_Maccabi_Ecoli_SeqPlate10_A3_00289	CDS	741			COG2968	26 kDa periplasmic immunogenic protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00290	CDS	636	argO		COG1279	Arginine exporter protein ArgO
Sample_Maccabi_Ecoli_SeqPlate10_A3_00291	CDS	1044			COG1638	Solute-binding protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00292	CDS	876	mscS		COG0668	Small-conductance mechanosensitive channel
Sample_Maccabi_Ecoli_SeqPlate10_A3_00293	CDS	1080	fbaA	4.1.2.13	COG0191	Fructose-bisphosphate aldolase class 2
Sample_Maccabi_Ecoli_SeqPlate10_A3_00294	CDS	1164	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00295	CDS	1020	epd	1.2.1.72	COG0057	D-erythrose-4-phosphate dehydrogenase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00296	CDS	432				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00297	CDS	579				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00298	CDS	708				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00299	CDS	678	ecfA1_1	7.-.-.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA1
Sample_Maccabi_Ecoli_SeqPlate10_A3_00300	CDS	678	ecfA1_2	7.-.-.-		Energy-coupling factor transporter ATP-binding protein EcfA1
Sample_Maccabi_Ecoli_SeqPlate10_A3_00301	CDS	714	coaA_1	2.7.1.33	COG1072	Pantothenate kinase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00302	CDS	510	fumE	4.2.1.2	COG3722	Fumarase E
Sample_Maccabi_Ecoli_SeqPlate10_A3_00303	CDS	966	yggF	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase 2 class 2
Sample_Maccabi_Ecoli_SeqPlate10_A3_00304	CDS	1278		1.-.-.-		putative zinc-type alcohol dehydrogenase-like protein L498
Sample_Maccabi_Ecoli_SeqPlate10_A3_00305	CDS	1389	mtlA_1			PTS system mannitol-specific EIICB component
Sample_Maccabi_Ecoli_SeqPlate10_A3_00306	CDS	444	cmtB		COG1762	Mannitol-specific cryptic phosphotransferase enzyme IIA component
Sample_Maccabi_Ecoli_SeqPlate10_A3_00307	CDS	909	hflC_1		COG0330	Modulator of FtsH protease HflC
Sample_Maccabi_Ecoli_SeqPlate10_A3_00308	CDS	1992	tktA	2.2.1.1	COG0021	Transketolase 1
Sample_Maccabi_Ecoli_SeqPlate10_A3_00309	CDS	759	loiP	3.4.24.-	COG0501	Metalloprotease LoiP
Sample_Maccabi_Ecoli_SeqPlate10_A3_00310	CDS	1563				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00311	CDS	921	speB	3.5.3.11	COG0010	Agmatinase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00312	CDS	732				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00313	CDS	1977	speA	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00314	CDS	252				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00315	CDS	1155	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00316	CDS	1395	galP			Galactose-proton symporter
Sample_Maccabi_Ecoli_SeqPlate10_A3_00317	CDS	456	sprT			Protein SprT
Sample_Maccabi_Ecoli_SeqPlate10_A3_00318	CDS	708	endA	3.1.21.1	COG2356	Endonuclease-1
Sample_Maccabi_Ecoli_SeqPlate10_A3_00319	CDS	732	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
Sample_Maccabi_Ecoli_SeqPlate10_A3_00320	CDS	951	gshB	6.3.2.3	COG0189	Glutathione synthetase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00321	CDS	636				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00322	CDS	417	yqgF	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
Sample_Maccabi_Ecoli_SeqPlate10_A3_00323	CDS	981	yggR		COG2805	putative protein YggR
Sample_Maccabi_Ecoli_SeqPlate10_A3_00324	CDS	705	yggS		COG0325	Pyridoxal phosphate homeostasis protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00325	CDS	567				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00326	CDS	291				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00327	CDS	594	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00328	CDS	1137	hemW		COG0635	Heme chaperone HemW
Sample_Maccabi_Ecoli_SeqPlate10_A3_00329	CDS	987			COG1638	Solute-binding protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00330	CDS	504	siaQ		COG3090	Sialic acid TRAP transporter small permease protein SiaQ
Sample_Maccabi_Ecoli_SeqPlate10_A3_00331	CDS	1302	dctM		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
Sample_Maccabi_Ecoli_SeqPlate10_A3_00332	CDS	1008				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00333	CDS	1047	ansB	3.5.1.1	COG0252	L-asparaginase 2
Sample_Maccabi_Ecoli_SeqPlate10_A3_00334	CDS	720				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00335	CDS	327			COG3171	putative protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00336	CDS	720	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00337	CDS	1053	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00338	CDS	276	yggX		COG2924	putative Fe(2+)-trafficking protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00339	CDS	1080	VII_1	4.2.2.-		Transglycosylase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00340	CDS	1257	nupG			Nucleoside permease NupG
Sample_Maccabi_Ecoli_SeqPlate10_A3_00341	CDS	2136	speC	4.1.1.17	COG1982	Constitutive ornithine decarboxylase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00342	CDS	708	ydfK_1		COG1811	putative membrane protein YdfK
Sample_Maccabi_Ecoli_SeqPlate10_A3_00343	tRNA	76				tRNA-Phe(gaa)
Sample_Maccabi_Ecoli_SeqPlate10_A3_00344	CDS	1266	intS		COG0582	Prophage integrase IntS
Sample_Maccabi_Ecoli_SeqPlate10_A3_00345	CDS	1044				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00346	CDS	330	opgE_1	2.7.-.-	COG2194	Phosphoethanolamine transferase OpgE
Sample_Maccabi_Ecoli_SeqPlate10_A3_00347	CDS	432	opgE_2	2.7.-.-	COG2194	Phosphoethanolamine transferase OpgE
Sample_Maccabi_Ecoli_SeqPlate10_A3_00348	CDS	405				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00349	CDS	348				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00350	CDS	408				IS66 family transposase ISEc22
Sample_Maccabi_Ecoli_SeqPlate10_A3_00351	CDS	573	gmhB	3.1.3.82	COG0241	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00352	CDS	1032	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
Sample_Maccabi_Ecoli_SeqPlate10_A3_00353	CDS	654	metI		COG2011	D-methionine transport system permease protein MetI
Sample_Maccabi_Ecoli_SeqPlate10_A3_00354	CDS	816	metQ		COG1464	D-methionine-binding lipoprotein MetQ
Sample_Maccabi_Ecoli_SeqPlate10_A3_00355	CDS	405	rcsF			Outer membrane lipoprotein RcsF
Sample_Maccabi_Ecoli_SeqPlate10_A3_00356	CDS	708	trmO	2.1.1.-	COG1720	tRNA (adenine(37)-N6)-methyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00357	CDS	1719	proS	6.1.1.15	COG0442	Proline--tRNA ligase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00358	CDS	825				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00359	CDS	711	nlpE		COG3015	Lipoprotein NlpE
Sample_Maccabi_Ecoli_SeqPlate10_A3_00360	CDS	423	arfB	3.1.1.29	COG1186	Peptidyl-tRNA hydrolase ArfB
Sample_Maccabi_Ecoli_SeqPlate10_A3_00361	CDS	546	yaeQ		COG4681	putative protein YaeQ
Sample_Maccabi_Ecoli_SeqPlate10_A3_00362	CDS	201				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00363	CDS	261	rof		COG4568	Protein rof
Sample_Maccabi_Ecoli_SeqPlate10_A3_00364	CDS	1296	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00365	CDS	390	cetB	5.1.3.33		2-epi-5-epi-valiolone epimerase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00366	CDS	2142	ldcC	4.1.1.18	COG1982	Constitutive lysine decarboxylase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00367	CDS	960	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
Sample_Maccabi_Ecoli_SeqPlate10_A3_00368	CDS	3483	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
Sample_Maccabi_Ecoli_SeqPlate10_A3_00369	CDS	597	rnhB	3.1.26.4	COG0164	Ribonuclease HII
Sample_Maccabi_Ecoli_SeqPlate10_A3_00370	CDS	1149	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00371	CDS	789	lpxA	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00372	CDS	456	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
Sample_Maccabi_Ecoli_SeqPlate10_A3_00373	CDS	1026	lpxD	2.3.1.191	COG1044	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00374	CDS	486	skp		COG2825	Chaperone protein Skp
Sample_Maccabi_Ecoli_SeqPlate10_A3_00375	CDS	2433	bamA		COG4775	Outer membrane protein assembly factor BamA
Sample_Maccabi_Ecoli_SeqPlate10_A3_00376	CDS	1353	rseP	3.4.24.-	COG0750	Regulator of sigma-E protease RseP
Sample_Maccabi_Ecoli_SeqPlate10_A3_00377	CDS	750	cdsA_1	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00378	CDS	153				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00379	CDS	759	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
Sample_Maccabi_Ecoli_SeqPlate10_A3_00380	CDS	1197	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00381	CDS	558	frr		COG0233	Ribosome-recycling factor
Sample_Maccabi_Ecoli_SeqPlate10_A3_00382	CDS	726	pyrH	2.7.4.22	COG0528	Uridylate kinase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00383	CDS	852	tsf		COG0264	Elongation factor Ts
Sample_Maccabi_Ecoli_SeqPlate10_A3_00384	CDS	726	rpsB		COG0052	30S ribosomal protein S2
Sample_Maccabi_Ecoli_SeqPlate10_A3_00385	CDS	795	map	3.4.11.18	COG0024	Methionine aminopeptidase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00386	CDS	2673	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
Sample_Maccabi_Ecoli_SeqPlate10_A3_00387	CDS	825	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00388	CDS	387				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00389	CDS	1158	cdaR		COG3835	Carbohydrate diacid regulator
Sample_Maccabi_Ecoli_SeqPlate10_A3_00390	CDS	1425	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
Sample_Maccabi_Ecoli_SeqPlate10_A3_00391	CDS	1518	dgt	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00392	CDS	699	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00393	CDS	801	btuF		COG0614	Vitamin B12-binding protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00394	CDS	624				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00395	CDS	345	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
Sample_Maccabi_Ecoli_SeqPlate10_A3_00396	CDS	1422	clcA			H(+)/Cl(-) exchange transporter ClcA
Sample_Maccabi_Ecoli_SeqPlate10_A3_00397	CDS	1281	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00398	CDS	1983	fhuB		COG0609	Iron(3+)-hydroxamate import system permease protein FhuB
Sample_Maccabi_Ecoli_SeqPlate10_A3_00399	CDS	891	fhuD		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
Sample_Maccabi_Ecoli_SeqPlate10_A3_00400	CDS	798	fhuC	7.2.2.16	COG1120	Iron(3+)-hydroxamate import ATP-binding protein FhuC
Sample_Maccabi_Ecoli_SeqPlate10_A3_00401	CDS	2259	fhuA		COG1629	Ferrichrome outer membrane transporter/phage receptor
Sample_Maccabi_Ecoli_SeqPlate10_A3_00402	CDS	2535	mrcB		COG0744	Penicillin-binding protein 1B
Sample_Maccabi_Ecoli_SeqPlate10_A3_00403	CDS	2430		3.6.4.13		Putative ATP-dependent RNA helicase L540
Sample_Maccabi_Ecoli_SeqPlate10_A3_00404	CDS	531	thpR	3.1.4.58	COG1514	RNA 2',3'-cyclic phosphodiesterase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00405	CDS	705	sfsA		COG1489	Sugar fermentation stimulation protein A
Sample_Maccabi_Ecoli_SeqPlate10_A3_00406	CDS	456	dksA		COG1734	RNA polymerase-binding transcription factor DksA
Sample_Maccabi_Ecoli_SeqPlate10_A3_00407	CDS	927	gluQ	6.1.1.-	COG0008	Glutamyl-Q tRNA(Asp) synthetase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00408	CDS	1365	pcnB	2.7.7.19	COG0617	Poly(A) polymerase I
Sample_Maccabi_Ecoli_SeqPlate10_A3_00409	CDS	480	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00410	CDS	573	yadN			putative fimbrial-like protein YadN
Sample_Maccabi_Ecoli_SeqPlate10_A3_00411	CDS	732	yadV			putative fimbrial chaperone YadV
Sample_Maccabi_Ecoli_SeqPlate10_A3_00412	CDS	2622	htrE		COG3188	Outer membrane usher protein HtrE
Sample_Maccabi_Ecoli_SeqPlate10_A3_00413	CDS	561	yadM			putative fimbrial-like protein YadM
Sample_Maccabi_Ecoli_SeqPlate10_A3_00414	CDS	600	yadK			putative fimbrial-like protein YadK
Sample_Maccabi_Ecoli_SeqPlate10_A3_00415	CDS	1251	yadC			putative fimbrial-like protein YadC
Sample_Maccabi_Ecoli_SeqPlate10_A3_00416	CDS	795	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00417	CDS	852	panC	6.3.2.1	COG0414	Pantothenate synthetase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00418	CDS	216				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00419	CDS	945				ISNCY family transposase ISRor2
Sample_Maccabi_Ecoli_SeqPlate10_A3_00420	CDS	381	panD	4.1.1.11		Aspartate 1-decarboxylase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00421	CDS	1230	icaB	3.5.1.-	COG0726	Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00422	CDS	441	levD		COG2893	PTS system fructose-specific EIIA component
Sample_Maccabi_Ecoli_SeqPlate10_A3_00423	CDS	771	yadH		COG0842	Inner membrane transport permease YadH
Sample_Maccabi_Ecoli_SeqPlate10_A3_00424	CDS	927	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
Sample_Maccabi_Ecoli_SeqPlate10_A3_00425	CDS	663	can	4.2.1.1	COG0288	Carbonic anhydrase 2
Sample_Maccabi_Ecoli_SeqPlate10_A3_00426	CDS	537	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00427	CDS	2391	gcd	1.1.5.2	COG4993	Quinoprotein glucose dehydrogenase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00428	CDS	1551	cueO		COG2132	Blue copper oxidase CueO
Sample_Maccabi_Ecoli_SeqPlate10_A3_00429	CDS	309				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00430	CDS	867	speE	2.5.1.-	COG0421	Polyamine aminopropyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00431	CDS	795	speD	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
Sample_Maccabi_Ecoli_SeqPlate10_A3_00432	CDS	363				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00433	CDS	2598	acnB	4.2.1.3	COG1049	Aconitate hydratase B
Sample_Maccabi_Ecoli_SeqPlate10_A3_00434	CDS	1854				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00435	CDS	1425	lpdA	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00436	CDS	1893	aceF	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
Sample_Maccabi_Ecoli_SeqPlate10_A3_00437	CDS	2664	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
Sample_Maccabi_Ecoli_SeqPlate10_A3_00438	CDS	765	pdhR_1		COG2186	Pyruvate dehydrogenase complex repressor
Sample_Maccabi_Ecoli_SeqPlate10_A3_00439	CDS	1371	aroP		COG1113	Aromatic amino acid transport protein AroP
Sample_Maccabi_Ecoli_SeqPlate10_A3_00440	CDS	855	ampE		COG3725	Protein AmpE
Sample_Maccabi_Ecoli_SeqPlate10_A3_00441	CDS	552	ampD	3.5.1.28	COG3023	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
Sample_Maccabi_Ecoli_SeqPlate10_A3_00442	CDS	894	nadC_1	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
Sample_Maccabi_Ecoli_SeqPlate10_A3_00443	CDS	441	pilE1		COG4969	Fimbrial protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00444	CDS	1386	epsE_1		COG2804	Type II secretion system protein E
Sample_Maccabi_Ecoli_SeqPlate10_A3_00445	CDS	1203	epsF_1		COG1459	Type II secretion system protein F
